종목코드,종목명,현재가,등락률,거래대금_억
0131D0,키움히어로제2호스팩,2735,36.75,11142.12573671
355150,코스텍시스,33150,30.0,636.69225075
308080,바이젠셀,9600,29.91,793.04751355
006340,대원전선,8140,26.4,10183.7248315
394420,리센스메디컬,26350,20.32,565.735404
125210,아모그린텍,15290,20.2,815.14575315
006910,보성파워텍,11870,18.34,4781.514539
221800,유투바이오,18300,17.31,544.5488517
000500,가온전선,208500,15.83,602.2900935
170920,엘티씨,48000,15.66,571.826578
336370,솔루스첨단소재,15500,14.81,1204.10285645
356890,싸이버원,4255,14.23,675.35596109
046120,오르비텍,12420,13.42,2482.4073094
0008Z0,에스엔시스,46550,13.4,599.17781375
456040,OCI,137200,13.01,1235.695726
049080,기가레인,2570,12.72,1201.41879643
150900,파수,5660,12.52,930.8766003
060370,LS마린솔루션,37900,12.3,641.7228315
177900,쓰리에이로직스,7580,12.3,733.2999874
010120,LS ELECTRIC,217000,11.74,6846.7348415
195870,해성디에스,76100,11.09,707.9866195
012200,계양전기,7070,10.82,616.3677412
145170,노브랜드,5000,9.05,538.40247676
077360,덕산하이메탈,17070,8.38,1798.31124535
456160,지투지바이오,81500,8.38,551.501803
483650,달바글로벌,229500,7.75,820.35243
000990,DB하이텍,137400,7.43,1420.9231425
141080,리가켐바이오,201500,7.01,1034.339459
010140,삼성중공업,34000,6.92,8281.87670125
340440,세림B&G,2295,6.74,639.84749878
130660,한전산업,20950,6.45,575.63974775
028260,삼성물산,320000,6.31,2232.303395
403870,HPSP,51000,6.25,4961.7311055
032820,우리기술,23400,6.12,8267.5023175
298040,효성중공업,3268000,5.97,2568.97388
010950,S-Oil,120800,5.87,831.385036
267250,HD현대,280000,5.86,597.8372125
034020,두산에너빌리티,122600,5.78,9867.280256
033160,엠케이전자,28350,5.39,500.788922
006260,LS,374000,5.35,939.7476225
097230,HJ중공업,32650,5.32,2791.6182345
105840,우진,28800,4.92,1283.40085325
103590,일진전기,91800,4.91,947.699269
178320,서진시스템,55800,4.89,2453.812316
052690,한전기술,189200,4.88,888.3892455
440110,파두,68400,4.59,657.6956505
226950,올릭스,173000,4.15,501.0845245
017510,세명전기,10940,3.99,640.7902118
034730,SK,396500,3.93,900.3801675
000720,현대건설,175400,3.91,3368.5350515
082740,한화엔진,70100,3.85,1718.7085065
024840,KBI메탈,2740,3.79,638.28788685
267260,HD현대일렉트릭,1129000,3.58,2224.70825
417200,LS머트리얼즈,26050,3.58,2797.3655025
163730,핑거,18680,3.38,732.0768549
083650,비에이치아이,101400,3.26,574.839395
005935,삼성전자우,156200,3.24,7290.494712
032830,삼성생명,255500,3.23,1217.0663175
005930,삼성전자,224500,3.22,77399.82934106
027360,아주IB투자,14590,3.11,2777.59202905
267270,HD건설기계,185300,2.77,780.719297
356680,엑스게이트,14140,2.76,854.4942103
058470,리노공업,123300,2.58,1530.350546
010060,OCI홀딩스,322000,2.55,1690.3342225
100790,미래에셋벤처투자,59000,2.25,6010.5534745
047040,대우건설,33250,2.15,13049.88836975
411080,샌즈랩,8190,2.12,611.38716555
298380,에이비엘바이오,153500,2.06,759.1852265
003280,흥아해운,3155,1.94,3287.65450634
090710,휴림로봇,11320,1.8,716.04640195
035420,NAVER,217500,1.64,1736.0752275
332570,PS일렉트로닉스,8480,1.56,1312.85584135
062040,산일전기,211500,1.44,1177.2123525
055550,신한지주,99900,1.32,1159.3633445
018880,한온시스템,4230,1.32,521.489939
086790,하나금융지주,120900,1.17,867.9317605
402340,SK스퀘어,728000,1.11,4832.85897
068270,셀트리온,206000,0.98,974.37107
277810,레인보우로보틱스,600000,0.67,831.631635
131970,두산테스나,125700,0.64,593.2067465
012450,한화에어로스페이스,1425000,0.64,2503.1048
039490,키움증권,446500,0.56,597.60725
278470,에이피알,436000,0.46,1290.5347
071050,한국금융지주,259000,0.39,764.09429
105560,KB금융,158000,0.38,1919.2746045
024060,흥구석유,17770,0.34,799.4670634
000810,삼성화재,463000,0.33,1006.01984942
000150,두산,1442000,0.28,1027.80327
000660,SK하이닉스,1225000,0.16,65580.16801135
323280,태성,74300,0.13,529.762599
